PROJECT	proj_dbid	proj_gen_tech	proj_load_zone	proj_connect_cost_per_mw
Oahu_Wind_203_na	.	Wind	Oahu	14047185.26
Oahu_Wind_204_na	.	Wind	Oahu	23895687.3
Oahu_Wind_205_na	.	Wind	Oahu	26096723.48
Oahu_Wind_206_na	.	Wind	Oahu	33722652.03
Oahu_Wind_207_na	.	Wind	Oahu	14503024.19
Oahu_Wind_208_na	.	Wind	Oahu	10927410.24
Oahu_Wind_209_na	.	Wind	Oahu	10837218.84
Oahu_Wind_301_na	.	Wind	Oahu	13168838.03
Oahu_Wind_302_na	.	Wind	Oahu	25621829.28
Oahu_Wind_303_na	.	Wind	Oahu	32178733.94
Oahu_Wind_304_na	.	Wind	Oahu	32717254.32
Oahu_Wind_305_na	.	Wind	Oahu	26503751.45
Oahu_Wind_306_na	.	Wind	Oahu	23195068.72
Oahu_Wind_307_na	.	Wind	Oahu	11080690.12
Oahu_Wind_308_na	.	Wind	Oahu	17060970.04
Oahu_Wind_309_na	.	Wind	Oahu	23734485.15
Oahu_Wind_401_na	.	Wind	Oahu	26395684.24
Oahu_Wind_402_na	.	Wind	Oahu	30103257.32
Oahu_Wind_403_na	.	Wind	Oahu	35423324.01
Oahu_Wind_404_na	.	Wind	Oahu	17598963.03
Oahu_Wind_405_na	.	Wind	Oahu	9804339.164
Oahu_Wind_406_na	.	Wind	Oahu	20185264.53
Oahu_Wind_407_na	.	Wind	Oahu	24253092.4
Oahu_Wind_408_na	.	Wind	Oahu	32151643.96
Oahu_Wind_409_na	.	Wind	Oahu	27788585.95
Oahu_Wind_410_na	.	Wind	Oahu	23726533.47
Oahu_Wind_501_na	.	Wind	Oahu	34497391.18
Oahu_Wind_502_na	.	Wind	Oahu	26868006.35
Oahu_Wind_503_na	.	Wind	Oahu	20211237.17
Oahu_Wind_504_na	.	Wind	Oahu	8981047.307
Oahu_Wind_505_na	.	Wind	Oahu	28538643.55
Oahu_Wind_506_na	.	Wind	Oahu	36420842.62
Oahu_Wind_507_na	.	Wind	Oahu	22047391.62
Oahu_Wind_508_na	.	Wind	Oahu	23670489.81
Oahu_Wind_509_na	.	Wind	Oahu	21091147.36
